stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名,等級
2025-02-16_京都05R_3歳未勝利,202508010605,2000,芝,稍,曇,14,3歳未勝利,
2025-02-16_京都06R_3歳未勝利,202508010606,1600,芝,稍,曇,14,3歳未勝利,
2025-02-16_京都07R_4歳以上1勝クラス,202508010607,1800,ダ,稍,曇,13,4歳以上1勝クラス,
2025-02-16_京都08R_4歳以上1勝クラス,202508010608,1600,芝,稍,曇,18,4歳以上1勝クラス,
2025-02-22_京都01R_3歳未勝利,202508010701,1800,ダ,良,晴,11,3歳未勝利,
2025-02-22_京都02R_3歳未勝利,202508010702,1200,ダ,良,晴,15,3歳未勝利,
2025-02-22_京都03R_3歳未勝利,202508010703,1900,ダ,良,晴,12,3歳未勝利,
2025-02-22_京都04R_3歳新馬,202508010704,1400,ダ,良,晴,15,3歳新馬,
2025-02-22_京都05R_3歳未勝利,202508010705,2400,芝,良,晴,15,3歳未勝利,
2025-02-22_京都06R_4歳以上1勝クラス,202508010706,1800,ダ,良,曇,11,4歳以上1勝クラス,
2025-02-22_京都07R_4歳以上1勝クラス,202508010707,1200,ダ,良,曇,16,4歳以上1勝クラス,
2025-02-22_京都08R_4歳以上2勝クラス,202508010708,1600,芝,良,曇,9,4歳以上2勝クラス,
2025-02-23_京都01R_3歳未勝利,202508010801,1200,ダ,良,晴,14,3歳未勝利,
2025-02-23_京都02R_3歳未勝利,202508010802,1800,ダ,良,晴,16,3歳未勝利,
2025-02-23_京都03R_3歳未勝利,202508010803,1400,ダ,良,晴,16,3歳未勝利,
2025-02-23_京都04R_3歳新馬,202508010804,1800,ダ,良,晴,10,3歳新馬,
2025-02-23_京都05R_3歳未勝利,202508010805,1800,芝,良,曇,16,3歳未勝利,
2025-02-23_京都06R_3歳1勝クラス,202508010806,1900,ダ,良,曇,10,3歳1勝クラス,
2025-02-23_京都07R_4歳以上1勝クラス,202508010807,2400,芝,良,曇,10,4歳以上1勝クラス,
2025-02-23_京都08R_4歳以上1勝クラス,202508010808,1800,ダ,良,曇,12,4歳以上1勝クラス,
2025-04-26_京都01R_3歳未勝利,202508020101,1400,ダ,良,晴,16,3歳未勝利,
2025-04-26_京都02R_3歳未勝利,202508020102,1800,ダ,良,晴,16,3歳未勝利,
2025-04-26_京都03R_3歳未勝利,202508020103,1200,芝,良,晴,18,3歳未勝利,
2025-04-26_京都04R_4歳以上障害OP,202508020104,3170,障,良,晴,11,4歳以上障害OP,OP
2025-04-26_京都05R_3歳未勝利,202508020105,1800,芝,良,晴,18,3歳未勝利,
2025-04-26_京都06R_3歳未勝利,202508020106,2400,芝,良,晴,14,3歳未勝利,
2025-04-26_京都07R_3歳1勝クラス,202508020107,1800,ダ,良,晴,12,3歳1勝クラス,
2025-04-26_京都08R_あやめ賞,202508020108,1800,芝,良,晴,7,あやめ賞,
2025-04-27_京都01R_3歳未勝利,202508020201,1200,ダ,良,晴,16,3歳未勝利,
2025-04-27_京都02R_3歳未勝利,202508020202,1800,ダ,良,晴,16,3歳未勝利,
2025-04-27_京都03R_3歳未勝利,202508020203,1600,芝,良,晴,18,3歳未勝利,
2025-04-27_京都04R_4歳以上障害未勝利,202508020204,2910,障,良,晴,12,4歳以上障害未勝利,
2025-04-27_京都05R_3歳未勝利,202508020205,2000,芝,良,晴,14,3歳未勝利,
2025-04-27_京都06R_3歳1勝クラス,202508020206,1400,ダ,良,晴,10,3歳1勝クラス,
2025-04-27_京都07R_4歳以上1勝クラス,202508020207,1800,芝,良,晴,10,4歳以上1勝クラス,
2025-04-27_京都08R_4歳以上1勝クラス,202508020208,1800,ダ,良,晴,12,4歳以上1勝クラス,
2025-05-03_京都01R_3歳未勝利,202508020301,1800,ダ,重,晴,16,3歳未勝利,
2025-05-03_京都02R_3歳未勝利,202508020302,1400,ダ,重,晴,16,3歳未勝利,
2025-05-03_京都03R_3歳未勝利,202508020303,1600,芝,稍,晴,18,3歳未勝利,
2025-05-03_京都04R_3歳未勝利,202508020304,1900,ダ,重,晴,16,3歳未勝利,
2025-05-03_京都05R_3歳未勝利,202508020305,1800,芝,稍,晴,12,3歳未勝利,
2025-05-03_京都06R_3歳1勝クラス,202508020306,1400,芝,稍,晴,9,3歳1勝クラス,
2025-05-03_京都07R_4歳以上1勝クラス,202508020307,2200,芝,稍,晴,8,4歳以上1勝クラス,
2025-05-03_京都08R_4歳以上1勝クラス,202508020308,1200,ダ,重,晴,14,4歳以上1勝クラス,
2025-05-04_京都01R_3歳未勝利,202508020401,1200,ダ,稍,晴,16,3歳未勝利,
2025-05-04_京都02R_3歳未勝利,202508020402,1800,ダ,稍,晴,14,3歳未勝利,
2025-05-04_京都03R_3歳未勝利,202508020403,1400,芝,良,晴,18,3歳未勝利,
2025-05-04_京都04R_3歳未勝利,202508020404,2000,芝,良,晴,13,3歳未勝利,
2025-05-04_京都05R_3歳1勝クラス,202508020405,1400,ダ,良,晴,15,3歳1勝クラス,
2025-05-04_京都06R_4歳以上1勝クラス,202508020406,1800,ダ,良,晴,7,4歳以上1勝クラス,
2025-05-04_京都07R_4歳以上1勝クラス,202508020407,1600,芝,良,晴,9,4歳以上1勝クラス,
2025-05-04_京都08R_島原特別,202508020408,1800,芝,良,晴,7,島原特別,
2025-05-10_京都01R_3歳未勝利,202508020501,1400,ダ,重,曇,16,3歳未勝利,
2025-05-10_京都02R_3歳未勝利,202508020502,1900,ダ,重,曇,16,3歳未勝利,
2025-05-10_京都03R_3歳未勝利,202508020503,1400,芝,稍,曇,18,3歳未勝利,
2025-05-10_京都04R_3歳未勝利,202508020504,1800,ダ,重,曇,12,3歳未勝利,
2025-05-10_京都05R_3歳未勝利,202508020505,1800,芝,稍,曇,15,3歳未勝利,
2025-05-10_京都06R_3歳1勝クラス,202508020506,1200,ダ,重,曇,16,3歳1勝クラス,
2025-05-10_京都07R_4歳以上1勝クラス,202508020507,2000,芝,稍,曇,11,4歳以上1勝クラス,
2025-05-10_京都08R_4歳以上1勝クラス,202508020508,1800,ダ,重,曇,8,4歳以上1勝クラス,
2025-05-11_京都01R_3歳未勝利,202508020601,1200,ダ,稍,晴,16,3歳未勝利,
2025-05-11_京都02R_3歳未勝利,202508020602,1800,ダ,稍,晴,16,3歳未勝利,
2025-05-11_京都03R_3歳未勝利,202508020603,2000,芝,良,晴,18,3歳未勝利,
2025-05-11_京都04R_3歳未勝利,202508020604,1600,芝,良,曇,16,3歳未勝利,
2025-05-11_京都05R_3歳未勝利,202508020605,2200,芝,良,曇,12,3歳未勝利,
2025-05-11_京都06R_3歳1勝クラス,202508020606,1800,ダ,稍,曇,11,3歳1勝クラス,
2025-05-11_京都07R_3歳1勝クラス,202508020607,1600,芝,良,曇,8,3歳1勝クラス,
2025-05-11_京都08R_4歳以上1勝クラス,202508020608,1400,ダ,稍,曇,14,4歳以上1勝クラス,
2025-05-17_京都01R_3歳未勝利,202508020701,1800,ダ,不,雨,11,3歳未勝利,
2025-05-17_京都02R_3歳未勝利,202508020702,1900,ダ,不,雨,10,3歳未勝利,
2025-05-17_京都03R_3歳未勝利,202508020703,1600,芝,不,雨,17,3歳未勝利,
2025-05-17_京都04R_3歳未勝利,202508020704,2400,芝,不,曇,16,3歳未勝利,
2025-05-17_京都05R_3歳未勝利,202508020705,1800,芝,不,曇,15,3歳未勝利,
2025-05-17_京都06R_4歳以上1勝クラス,202508020706,1400,ダ,不,曇,14,4歳以上1勝クラス,
2025-05-17_京都07R_4歳以上2勝クラス,202508020707,1200,芝,不,曇,13,4歳以上2勝クラス,
2025-05-17_京都08R_京都ハイジャンプ,202508020708,3930,障,不,曇,10,京都ハイジャンプ,
2025-05-18_京都01R_3歳未勝利,202508020801,1400,ダ,重,晴,16,3歳未勝利,
2025-05-18_京都02R_3歳未勝利,202508020802,1800,ダ,重,晴,13,3歳未勝利,
2025-05-18_京都03R_3歳未勝利,202508020803,1200,芝,稍,晴,16,3歳未勝利,
2025-05-18_京都04R_3歳未勝利,202508020804,2000,芝,稍,晴,12,3歳未勝利,
2025-05-18_京都05R_3歳1勝クラス,202508020805,1800,ダ,重,晴,13,3歳1勝クラス,
2025-05-18_京都06R_4歳以上1勝クラス,202508020806,1200,芝,稍,晴,16,4歳以上1勝クラス,
2025-05-18_京都07R_4歳以上1勝クラス,202508020807,1900,ダ,重,晴,10,4歳以上1勝クラス,
2025-05-18_京都08R_4歳以上1勝クラス,202508020808,1800,芝,稍,曇,10,4歳以上1勝クラス,
2025-05-24_京都01R_3歳未勝利,202508020901,1200,ダ,良,小雨,16,3歳未勝利,
2025-05-24_京都02R_3歳未勝利,202508020902,1800,ダ,良,小雨,16,3歳未勝利,
2025-05-24_京都03R_3歳未勝利,202508020903,1400,芝,良,小雨,18,3歳未勝利,
2025-05-24_京都04R_3歳未勝利,202508020904,1800,芝,良,小雨,18,3歳未勝利,
2025-05-24_京都05R_3歳未勝利,202508020905,2000,芝,良,小雨,16,3歳未勝利,
2025-05-24_京都06R_3歳1勝クラス,202508020906,1400,ダ,良,小雨,9,3歳1勝クラス,
2025-05-24_京都07R_4歳以上1勝クラス,202508020907,2400,芝,稍,雨,12,4歳以上1勝クラス,
2025-05-24_京都08R_4歳以上1勝クラス,202508020908,1800,ダ,稍,雨,16,4歳以上1勝クラス,
2025-05-25_京都01R_3歳未勝利,202508021001,1400,ダ,不,曇,16,3歳未勝利,
2025-05-25_京都02R_3歳未勝利,202508021002,1800,ダ,不,曇,16,3歳未勝利,
2025-05-25_京都03R_3歳未勝利,202508021003,1900,ダ,不,曇,14,3歳未勝利,
2025-05-25_京都04R_3歳未勝利,202508021004,1600,芝,重,曇,18,3歳未勝利,
2025-05-25_京都05R_3歳未勝利,202508021005,2200,芝,重,曇,14,3歳未勝利,
2025-05-25_京都06R_3歳1勝クラス,202508021006,1200,芝,重,曇,13,3歳1勝クラス,
2025-05-25_京都07R_3歳1勝クラス,202508021007,1800,ダ,重,曇,16,3歳1勝クラス,
2025-05-25_京都08R_聖護院特別,202508021008,1800,芝,重,曇,7,聖護院特別,
2025-05-31_京都01R_3歳未勝利,202508021101,1800,ダ,良,曇,16,3歳未勝利,
2025-05-31_京都02R_3歳未勝利,202508021102,1400,ダ,良,曇,16,3歳未勝利,
2025-05-31_京都03R_3歳未勝利,202508021103,1800,ダ,良,曇,15,3歳未勝利,
2025-05-31_京都04R_3歳未勝利,202508021104,1400,芝,良,曇,18,3歳未勝利,
2025-05-31_京都05R_3歳未勝利,202508021105,1800,芝,良,曇,18,3歳未勝利,
2025-05-31_京都06R_4歳以上1勝クラス,202508021106,1400,ダ,良,曇,16,4歳以上1勝クラス,
2025-05-31_京都07R_4歳以上2勝クラス,202508021107,2000,芝,良,曇,6,4歳以上2勝クラス,
2025-05-31_京都08R_4歳以上1勝クラス,202508021108,1600,芝,良,曇,18,4歳以上1勝クラス,
2025-06-01_京都01R_3歳未勝利,202508021201,1200,ダ,良,晴,16,3歳未勝利,
2025-06-01_京都02R_3歳未勝利,202508021202,1900,ダ,良,晴,14,3歳未勝利,
2025-06-01_京都03R_3歳未勝利,202508021203,1600,芝,良,曇,18,3歳未勝利,
2025-06-01_京都04R_4歳以上障害OP,202508021204,3170,障,良,曇,12,4歳以上障害OP,OP
2025-06-01_京都05R_3歳未勝利,202508021205,2400,芝,良,晴,13,3歳未勝利,
2025-06-01_京都06R_3歳1勝クラス,202508021206,1400,ダ,良,晴,14,3歳1勝クラス,
2025-06-01_京都07R_4歳以上1勝クラス,202508021207,2000,芝,良,晴,12,4歳以上1勝クラス,
2025-06-01_京都08R_4歳以上2勝クラス,202508021208,1200,ダ,良,晴,16,4歳以上2勝クラス,
2025-10-04_京都01R_2歳未勝利,202508030101,1800,ダ,重,雨,14,2歳未勝利,
2025-10-04_京都02R_2歳未勝利,202508030102,2000,芝,稍,雨,8,2歳未勝利,
2025-10-04_京都03R_2歳新馬,202508030103,1400,ダ,重,雨,16,2歳新馬,
2025-10-04_京都04R_3歳以上1勝クラス,202508030104,1800,ダ,重,雨,14,3歳以上1勝クラス,
2025-10-04_京都05R_2歳新馬,202508030105,2000,芝,重,小雨,14,2歳新馬,
2025-10-04_京都06R_3歳以上1勝クラス,202508030106,1400,ダ,不,曇,16,3歳以上1勝クラス,
2025-10-04_京都07R_3歳以上1勝クラス,202508030107,1200,芝,重,曇,18,3歳以上1勝クラス,
2025-10-04_京都08R_3歳以上2勝クラス,202508030108,2000,芝,重,曇,12,3歳以上2勝クラス,
2025-10-05_京都01R_2歳未勝利,202508030201,1400,ダ,重,小雨,16,2歳未勝利,
2025-10-05_京都02R_2歳未勝利,202508030202,1600,芝,稍,曇,7,2歳未勝利,
2025-10-05_京都03R_2歳新馬,202508030203,1800,ダ,重,曇,16,2歳新馬,
2025-10-05_京都04R_2歳新馬,202508030204,1200,芝,稍,曇,12,2歳新馬,
2025-10-05_京都05R_2歳新馬,202508030205,1800,芝,稍,小雨,13,2歳新馬,
2025-10-05_京都06R_3歳以上1勝クラス,202508030206,1800,ダ,重,小雨,14,3歳以上1勝クラス,
2025-10-05_京都07R_3歳以上1勝クラス,202508030207,2000,芝,稍,小雨,12,3歳以上1勝クラス,
2025-10-05_京都08R_3歳以上2勝クラス,202508030208,1400,ダ,重,曇,16,3歳以上2勝クラス,
2025-10-11_京都01R_2歳未勝利,202508030301,1200,ダ,良,曇,16,2歳未勝利,
2025-10-11_京都02R_2歳未勝利,202508030302,1800,ダ,良,曇,8,2歳未勝利,
2025-10-11_京都03R_2歳未勝利,202508030303,1800,芝,良,曇,6,2歳未勝利,
2025-10-11_京都04R_3歳以上障害OP,202508030304,3170,障,良,曇,11,3歳以上障害OP,OP
2025-10-11_京都05R_2歳新馬,202508030305,1400,芝,良,曇,18,2歳新馬,
2025-10-11_京都06R_2歳新馬,202508030306,1200,ダ,良,曇,11,2歳新馬,
2025-10-11_京都07R_3歳以上1勝クラス,202508030307,1800,芝,良,曇,11,3歳以上1勝クラス,
2025-10-11_京都08R_紫菊賞,202508030308,2000,芝,良,曇,7,紫菊賞,
2025-10-12_京都01R_2歳未勝利,202508030401,1400,ダ,良,曇,12,2歳未勝利,
2025-10-12_京都02R_2歳未勝利,202508030402,1800,ダ,良,曇,7,2歳未勝利,
2025-10-12_京都03R_2歳未勝利,202508030403,2000,芝,良,曇,9,2歳未勝利,
2025-10-12_京都04R_3歳以上障害未勝利,202508030404,2910,障,良,曇,12,3歳以上障害未勝利,
2025-10-12_京都05R_2歳新馬,202508030405,2000,芝,良,曇,13,2歳新馬,
2025-10-12_京都06R_2歳新馬,202508030406,1800,ダ,良,曇,16,2歳新馬,
2025-10-12_京都07R_3歳以上1勝クラス,202508030407,2400,芝,良,小雨,13,3歳以上1勝クラス,
2025-10-12_京都08R_3歳以上2勝クラス,202508030408,1800,ダ,良,小雨,14,3歳以上2勝クラス,
2025-10-13_京都01R_2歳未勝利,202508030501,1400,ダ,良,晴,8,2歳未勝利,
2025-10-13_京都02R_2歳未勝利,202508030502,1600,芝,良,晴,10,2歳未勝利,
2025-10-13_京都03R_2歳未勝利,202508030503,1400,芝,良,晴,16,2歳未勝利,
2025-10-13_京都04R_3歳以上1勝クラス,202508030504,1800,ダ,良,晴,13,3歳以上1勝クラス,
2025-10-13_京都05R_2歳新馬,202508030505,1800,芝,良,晴,11,2歳新馬,
2025-10-13_京都06R_2歳新馬,202508030506,1600,芝,良,晴,15,2歳新馬,
2025-10-13_京都07R_3歳以上1勝クラス,202508030507,1400,ダ,良,曇,15,3歳以上1勝クラス,
2025-10-13_京都08R_3歳以上1勝クラス,202508030508,1900,ダ,良,曇,13,3歳以上1勝クラス,
2025-10-18_京都01R_2歳未勝利,202508030601,1400,ダ,稍,曇,9,2歳未勝利,
2025-10-18_京都02R_2歳未勝利,202508030602,1800,ダ,稍,曇,10,2歳未勝利,
2025-10-18_京都03R_2歳未勝利,202508030603,1600,芝,良,曇,7,2歳未勝利,
2025-10-18_京都04R_3歳以上障害未勝利,202508030604,2910,障,良,雨,11,3歳以上障害未勝利,
2025-10-18_京都05R_2歳新馬,202508030605,1600,芝,良,小雨,13,2歳新馬,
2025-10-18_京都06R_2歳新馬,202508030606,1400,ダ,稍,曇,16,2歳新馬,
2025-10-18_京都07R_3歳以上1勝クラス,202508030607,2000,芝,良,曇,8,3歳以上1勝クラス,
2025-10-18_京都08R_なでしこ賞,202508030608,1400,ダ,稍,曇,7,なでしこ賞,
2025-10-19_京都01R_2歳未勝利,202508030701,1400,ダ,稍,曇,12,2歳未勝利,
2025-10-19_京都02R_2歳未勝利,202508030702,1800,芝,良,曇,6,2歳未勝利,
2025-10-19_京都03R_3歳以上1勝クラス,202508030703,1400,ダ,稍,曇,12,3歳以上1勝クラス,
2025-10-19_京都04R_2歳新馬,202508030704,1400,芝,良,曇,17,2歳新馬,
2025-10-19_京都05R_2歳新馬,202508030705,2000,芝,良,曇,11,2歳新馬,
2025-10-19_京都06R_3歳以上1勝クラス,202508030706,1800,ダ,良,曇,12,3歳以上1勝クラス,
2025-10-19_京都07R_3歳以上1勝クラス,202508030707,1200,ダ,良,曇,12,3歳以上1勝クラス,
2025-10-19_京都08R_3歳以上2勝クラス,202508030708,1600,芝,良,曇,10,3歳以上2勝クラス,
2025-10-25_京都01R_2歳未勝利,202508030801,1400,ダ,良,曇,14,2歳未勝利,
2025-10-25_京都02R_2歳未勝利,202508030802,1800,ダ,良,曇,11,2歳未勝利,
2025-10-25_京都03R_2歳未勝利,202508030803,1400,芝,良,曇,12,2歳未勝利,
2025-10-25_京都04R_3歳以上障害OP,202508030804,3170,障,良,曇,8,3歳以上障害OP,OP
2025-10-25_京都05R_2歳新馬,202508030805,1600,芝,良,曇,14,2歳新馬,
2025-10-25_京都06R_2歳新馬,202508030806,1400,ダ,良,曇,16,2歳新馬,
2025-10-25_京都07R_3歳以上1勝クラス,202508030807,1800,ダ,良,曇,11,3歳以上1勝クラス,
2025-10-25_京都08R_3歳以上2勝クラス,202508030808,1800,芝,良,曇,12,3歳以上2勝クラス,
2025-10-26_京都01R_2歳未勝利,202508030901,1800,ダ,重,曇,9,2歳未勝利,
2025-10-26_京都02R_2歳未勝利,202508030902,1600,芝,稍,曇,10,2歳未勝利,
2025-10-26_京都03R_2歳未勝利,202508030903,2000,芝,稍,曇,10,2歳未勝利,
2025-10-26_京都04R_2歳新馬,202508030904,1800,ダ,重,曇,16,2歳新馬,
2025-10-26_京都05R_2歳新馬,202508030905,1800,芝,稍,曇,10,2歳新馬,
2025-10-26_京都06R_3歳以上1勝クラス,202508030906,1400,ダ,重,曇,11,3歳以上1勝クラス,
2025-10-26_京都07R_3歳以上1勝クラス,202508030907,1800,ダ,重,曇,12,3歳以上1勝クラス,
2025-10-26_京都08R_壬生特別,202508030908,1200,芝,稍,曇,14,壬生特別,
2025-11-01_京都01R_2歳未勝利,202508031001,1200,ダ,不,晴,13,2歳未勝利,
2025-11-01_京都02R_2歳未勝利,202508031002,1200,芝,稍,晴,12,2歳未勝利,
2025-11-01_京都03R_2歳未勝利,202508031003,1800,芝,稍,晴,8,2歳未勝利,
2025-11-01_京都04R_3歳以上障害未勝利,202508031004,2910,障,稍,曇,11,3歳以上障害未勝利,
2025-11-01_京都05R_2歳新馬,202508031005,2000,芝,稍,晴,9,2歳新馬,
2025-11-01_京都06R_2歳新馬,202508031006,1800,ダ,重,晴,16,2歳新馬,
2025-11-01_京都07R_3歳以上1勝クラス,202508031007,1400,ダ,重,晴,16,3歳以上1勝クラス,
2025-11-01_京都08R_3歳以上2勝クラス,202508031008,1800,ダ,重,晴,15,3歳以上2勝クラス,
2025-11-02_京都01R_2歳未勝利,202508031101,1800,ダ,稍,晴,15,2歳未勝利,
2025-11-02_京都02R_2歳未勝利,202508031102,2000,芝,良,晴,7,2歳未勝利,
2025-11-02_京都03R_2歳新馬,202508031103,1400,ダ,稍,晴,16,2歳新馬,
2025-11-02_京都04R_3歳以上障害未勝利,202508031104,2910,障,良,晴,10,3歳以上障害未勝利,
2025-11-02_京都05R_2歳新馬,202508031105,1600,芝,良,晴,15,2歳新馬,
2025-11-02_京都06R_3歳以上1勝クラス,202508031106,1800,ダ,稍,晴,15,3歳以上1勝クラス,
2025-11-02_京都07R_3歳以上1勝クラス,202508031107,2200,芝,良,晴,16,3歳以上1勝クラス,
2025-11-02_京都08R_3歳以上2勝クラス,202508031108,1200,ダ,稍,晴,16,3歳以上2勝クラス,
2025-11-08_京都01R_2歳未勝利,202508040101,1800,ダ,良,晴,12,2歳未勝利,
2025-11-08_京都02R_2歳未勝利,202508040102,1400,芝,良,晴,15,2歳未勝利,
2025-11-08_京都03R_2歳未勝利,202508040103,1800,芝,良,晴,10,2歳未勝利,
2025-11-08_京都04R_2歳未勝利,202508040104,1800,ダ,良,晴,12,2歳未勝利,
2025-11-08_京都05R_2歳新馬,202508040105,1800,芝,良,晴,9,2歳新馬,
2025-11-08_京都06R_2歳新馬,202508040106,1400,芝,良,晴,11,2歳新馬,
2025-11-08_京都07R_3歳以上1勝クラス,202508040107,1400,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-08_京都08R_京都ジャンプS,202508040108,3170,障,良,晴,10,京都ジャンプS,
2025-11-09_京都01R_2歳未勝利,202508040201,1400,ダ,稍,雨,16,2歳未勝利,
2025-11-09_京都02R_2歳未勝利,202508040202,1600,芝,稍,雨,8,2歳未勝利,
2025-11-09_京都03R_2歳未勝利,202508040203,2000,芝,稍,雨,8,2歳未勝利,
2025-11-09_京都04R_2歳新馬,202508040204,1400,ダ,稍,雨,16,2歳新馬,
2025-11-09_京都05R_2歳新馬,202508040205,2000,芝,重,雨,8,2歳新馬,
2025-11-09_京都06R_3歳以上1勝クラス,202508040206,1800,ダ,重,雨,16,3歳以上1勝クラス,
2025-11-09_京都07R_3歳以上2勝クラス,202508040207,2400,芝,重,雨,7,3歳以上2勝クラス,
2025-11-09_京都08R_3歳以上2勝クラス,202508040208,1800,ダ,重,雨,16,3歳以上2勝クラス,
2025-11-15_京都01R_2歳未勝利,202508040301,1800,ダ,良,晴,11,2歳未勝利,
2025-11-15_京都02R_2歳未勝利,202508040302,1400,ダ,良,晴,11,2歳未勝利,
2025-11-15_京都03R_2歳未勝利,202508040303,1800,ダ,良,晴,10,2歳未勝利,
2025-11-15_京都04R_2歳未勝利,202508040304,2000,芝,良,晴,12,2歳未勝利,
2025-11-15_京都05R_2歳新馬,202508040305,1600,芝,良,晴,18,2歳新馬,
2025-11-15_京都06R_2歳新馬,202508040306,1200,ダ,良,晴,16,2歳新馬,
2025-11-15_京都07R_3歳以上1勝クラス,202508040307,1800,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-15_京都08R_3歳以上2勝クラス,202508040308,2000,芝,良,晴,7,3歳以上2勝クラス,
2025-11-16_京都01R_2歳未勝利,202508040401,1400,ダ,良,晴,14,2歳未勝利,
2025-11-16_京都02R_2歳未勝利,202508040402,1200,ダ,良,晴,15,2歳未勝利,
2025-11-16_京都03R_2歳未勝利,202508040403,1600,芝,良,晴,15,2歳未勝利,
2025-11-16_京都04R_2歳新馬,202508040404,1800,ダ,良,晴,11,2歳新馬,
2025-11-16_京都05R_2歳新馬,202508040405,2000,芝,良,晴,9,2歳新馬,
2025-11-16_京都06R_3歳以上1勝クラス,202508040406,1200,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-16_京都07R_3歳以上2勝クラス,202508040407,1800,ダ,良,晴,16,3歳以上2勝クラス,
2025-11-16_京都08R_3歳以上2勝クラス,202508040408,1400,芝,良,晴,15,3歳以上2勝クラス,
2025-11-22_京都01R_2歳未勝利,202508040501,1200,ダ,良,晴,14,2歳未勝利,
2025-11-22_京都02R_2歳未勝利,202508040502,1800,ダ,良,晴,15,2歳未勝利,
2025-11-22_京都03R_2歳未勝利,202508040503,1200,芝,良,晴,18,2歳未勝利,
2025-11-22_京都04R_2歳未勝利,202508040504,1800,芝,良,晴,11,2歳未勝利,
2025-11-22_京都05R_2歳新馬,202508040505,1600,芝,良,晴,17,2歳新馬,
2025-11-22_京都06R_2歳新馬,202508040506,1400,ダ,良,晴,16,2歳新馬,
2025-11-22_京都07R_3歳以上1勝クラス,202508040507,1800,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-22_京都08R_3歳以上2勝クラス,202508040508,1400,ダ,良,晴,16,3歳以上2勝クラス,
2025-11-23_京都01R_2歳未勝利,202508040601,1400,ダ,良,晴,14,2歳未勝利,
2025-11-23_京都02R_2歳未勝利,202508040602,1800,ダ,良,晴,13,2歳未勝利,
2025-11-23_京都03R_2歳未勝利,202508040603,2000,芝,良,晴,16,2歳未勝利,
2025-11-23_京都04R_2歳新馬,202508040604,1800,ダ,良,晴,7,2歳新馬,
2025-11-23_京都05R_2歳新馬,202508040605,1800,芝,良,晴,9,2歳新馬,
2025-11-23_京都06R_3歳以上1勝クラス,202508040606,1400,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-23_京都07R_3歳以上1勝クラス,202508040607,2400,芝,良,晴,18,3歳以上1勝クラス,
2025-11-23_京都08R_3歳以上2勝クラス,202508040608,1800,ダ,良,晴,14,3歳以上2勝クラス,
2025-11-29_京都01R_2歳未勝利,202508040701,1400,ダ,良,晴,14,2歳未勝利,
2025-11-29_京都02R_2歳未勝利,202508040702,1800,ダ,良,晴,11,2歳未勝利,
2025-11-29_京都03R_2歳未勝利,202508040703,1600,芝,良,晴,14,2歳未勝利,
2025-11-29_京都04R_3歳以上障害未勝利,202508040704,2910,障,良,晴,9,3歳以上障害未勝利,
2025-11-29_京都05R_2歳新馬,202508040705,1600,芝,良,晴,12,2歳新馬,
2025-11-29_京都06R_2歳新馬,202508040706,1800,ダ,良,晴,13,2歳新馬,
2025-11-29_京都07R_3歳以上1勝クラス,202508040707,1800,芝,良,晴,18,3歳以上1勝クラス,
2025-11-29_京都08R_3歳以上2勝クラス,202508040708,1200,ダ,良,晴,16,3歳以上2勝クラス,
2025-11-30_京都01R_2歳未勝利,202508040801,1200,ダ,良,晴,16,2歳未勝利,
2025-11-30_京都02R_2歳未勝利,202508040802,1800,芝,良,晴,13,2歳未勝利,
2025-11-30_京都03R_2歳新馬,202508040803,1200,芝,良,晴,13,2歳新馬,
2025-11-30_京都04R_3歳以上1勝クラス,202508040804,1400,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-30_京都05R_3歳以上障害未勝利,202508040805,2910,障,良,晴,9,3歳以上障害未勝利,
2025-11-30_京都06R_2歳新馬,202508040806,2000,芝,良,晴,9,2歳新馬,
2025-11-30_京都07R_3歳以上1勝クラス,202508040807,1800,ダ,良,晴,16,3歳以上1勝クラス,
2025-11-30_京都08R_3歳以上2勝クラス,202508040808,2200,芝,良,晴,8,3歳以上2勝クラス,
2025-03-01_阪神01R_3歳未勝利,202509010101,1800,ダ,良,曇,12,3歳未勝利,
2025-03-01_阪神02R_3歳未勝利,202509010102,1200,ダ,良,曇,16,3歳未勝利,
2025-03-01_阪神03R_3歳未勝利,202509010103,1800,ダ,良,晴,16,3歳未勝利,
2025-03-01_阪神04R_3歳未勝利,202509010104,1400,ダ,良,晴,16,3歳未勝利,
2025-03-01_阪神05R_3歳未勝利,202509010105,1600,芝,良,晴,18,3歳未勝利,
2025-03-01_阪神06R_4歳以上1勝クラス,202509010106,1800,ダ,良,晴,16,4歳以上1勝クラス,
2025-03-01_阪神07R_4歳以上1勝クラス,202509010107,1400,ダ,良,晴,16,4歳以上1勝クラス,
2025-03-01_阪神08R_4歳以上2勝クラス,202509010108,1800,ダ,良,晴,10,4歳以上2勝クラス,
2025-03-02_阪神01R_3歳未勝利,202509010201,1800,ダ,良,小雨,12,3歳未勝利,
2025-03-02_阪神02R_3歳未勝利,202509010202,1400,ダ,良,小雨,16,3歳未勝利,
