stem,race_id,距離,馬場種別,馬場,天候,頭数,レース名,等級
2025-03-02_阪神03R_3歳未勝利,202509010203,2000,ダ,良,小雨,12,3歳未勝利,
2025-03-02_阪神04R_3歳1勝クラス,202509010204,1200,ダ,良,小雨,16,3歳1勝クラス,
2025-03-02_阪神05R_3歳未勝利,202509010205,1800,芝,良,小雨,18,3歳未勝利,
2025-03-02_阪神06R_3歳未勝利,202509010206,2000,芝,良,小雨,16,3歳未勝利,
2025-03-02_阪神07R_4歳以上1勝クラス,202509010207,1400,ダ,良,小雨,16,4歳以上1勝クラス,
2025-03-02_阪神08R_4歳以上1勝クラス,202509010208,1600,芝,良,小雨,14,4歳以上1勝クラス,
2025-03-08_阪神01R_3歳未勝利,202509010301,1400,ダ,良,晴,16,3歳未勝利,
2025-03-08_阪神02R_3歳未勝利,202509010302,1800,ダ,良,晴,12,3歳未勝利,
2025-03-08_阪神03R_3歳未勝利,202509010303,1200,ダ,良,晴,16,3歳未勝利,
2025-03-08_阪神04R_3歳1勝クラス,202509010304,1800,ダ,良,晴,12,3歳1勝クラス,
2025-03-08_阪神05R_3歳未勝利,202509010305,2000,芝,良,晴,13,3歳未勝利,
2025-03-08_阪神06R_3歳未勝利,202509010306,2400,芝,良,曇,10,3歳未勝利,
2025-03-08_阪神07R_4歳以上1勝クラス,202509010307,2000,ダ,良,曇,10,4歳以上1勝クラス,
2025-03-08_阪神08R_4歳以上1勝クラス,202509010308,1200,ダ,良,曇,16,4歳以上1勝クラス,
2025-03-09_阪神01R_3歳未勝利,202509010401,1800,ダ,良,晴,15,3歳未勝利,
2025-03-09_阪神02R_3歳未勝利,202509010402,1400,ダ,良,晴,16,3歳未勝利,
2025-03-09_阪神03R_3歳未勝利,202509010403,1800,ダ,良,晴,12,3歳未勝利,
2025-03-09_阪神04R_3歳1勝クラス,202509010404,1400,ダ,良,晴,16,3歳1勝クラス,
2025-03-09_阪神05R_3歳未勝利,202509010405,1600,芝,良,晴,18,3歳未勝利,
2025-03-09_阪神06R_4歳以上1勝クラス,202509010406,1800,ダ,良,晴,11,4歳以上1勝クラス,
2025-03-09_阪神07R_4歳以上1勝クラス,202509010407,2000,芝,良,晴,9,4歳以上1勝クラス,
2025-03-09_阪神08R_4歳以上2勝クラス,202509010408,1800,ダ,良,晴,12,4歳以上2勝クラス,
2025-03-15_阪神01R_3歳未勝利,202509010501,1800,ダ,良,曇,12,3歳未勝利,
2025-03-15_阪神02R_3歳未勝利,202509010502,1200,ダ,良,曇,16,3歳未勝利,
2025-03-15_阪神03R_3歳未勝利,202509010503,1800,ダ,良,曇,13,3歳未勝利,
2025-03-15_阪神04R_3歳未勝利,202509010504,1400,芝,良,曇,18,3歳未勝利,
2025-03-15_阪神05R_3歳未勝利,202509010505,1800,芝,良,小雨,18,3歳未勝利,
2025-03-15_阪神06R_3歳1勝クラス,202509010506,1400,ダ,良,小雨,16,3歳1勝クラス,
2025-03-15_阪神07R_4歳以上1勝クラス,202509010507,1400,ダ,良,小雨,16,4歳以上1勝クラス,
2025-03-15_阪神08R_阪神スプリングJ,202509010508,3900,障,良,小雨,8,阪神スプリングJ,
2025-03-16_阪神01R_3歳未勝利,202509010601,1200,ダ,稍,小雨,16,3歳未勝利,
2025-03-16_阪神02R_3歳未勝利,202509010602,1800,ダ,稍,小雨,11,3歳未勝利,
2025-03-16_阪神03R_3歳未勝利,202509010603,1400,ダ,稍,小雨,16,3歳未勝利,
2025-03-16_阪神04R_4歳以上障害未勝利,202509010604,2970,障,稍,小雨,9,4歳以上障害未勝利,
2025-03-16_阪神05R_3歳未勝利,202509010605,2000,芝,稍,小雨,16,3歳未勝利,
2025-03-16_阪神06R_3歳1勝クラス,202509010606,1600,芝,稍,雨,9,3歳1勝クラス,
2025-03-16_阪神07R_4歳以上1勝クラス,202509010607,1600,芝,稍,雨,16,4歳以上1勝クラス,
2025-03-16_阪神08R_4歳以上1勝クラス,202509010608,1800,ダ,重,雨,13,4歳以上1勝クラス,
2025-03-22_阪神01R_3歳未勝利,202509010701,1400,ダ,良,晴,15,3歳未勝利,
2025-03-22_阪神02R_3歳未勝利,202509010702,1800,ダ,良,晴,9,3歳未勝利,
2025-03-22_阪神03R_3歳未勝利,202509010703,1400,ダ,良,晴,16,3歳未勝利,
2025-03-22_阪神04R_3歳未勝利,202509010704,2000,ダ,良,晴,11,3歳未勝利,
2025-03-22_阪神05R_3歳未勝利,202509010705,2400,芝,良,晴,15,3歳未勝利,
2025-03-22_阪神06R_4歳以上1勝クラス,202509010706,1800,ダ,良,晴,10,4歳以上1勝クラス,
2025-03-22_阪神07R_4歳以上1勝クラス,202509010707,1200,ダ,良,晴,15,4歳以上1勝クラス,
2025-03-22_阪神08R_4歳以上2勝クラス,202509010708,2600,芝,良,晴,9,4歳以上2勝クラス,
2025-03-23_阪神01R_3歳未勝利,202509010801,1800,ダ,良,晴,11,3歳未勝利,
2025-03-23_阪神02R_3歳未勝利,202509010802,1200,ダ,良,晴,16,3歳未勝利,
2025-03-23_阪神03R_3歳未勝利,202509010803,1800,ダ,良,晴,12,3歳未勝利,
2025-03-23_阪神04R_3歳未勝利,202509010804,1600,芝,良,晴,17,3歳未勝利,
2025-03-23_阪神05R_3歳1勝クラス,202509010805,1200,芝,良,晴,13,3歳1勝クラス,
2025-03-23_阪神06R_3歳1勝クラス,202509010806,1800,ダ,良,晴,16,3歳1勝クラス,
2025-03-23_阪神07R_4歳以上1勝クラス,202509010807,2400,芝,良,晴,9,4歳以上1勝クラス,
2025-03-23_阪神08R_4歳以上1勝クラス,202509010808,1800,ダ,良,晴,14,4歳以上1勝クラス,
2025-03-29_阪神01R_3歳未勝利,202509020101,1400,ダ,稍,晴,16,3歳未勝利,
2025-03-29_阪神02R_3歳未勝利,202509020102,1800,ダ,稍,晴,9,3歳未勝利,
2025-03-29_阪神03R_3歳未勝利,202509020103,1200,ダ,稍,晴,16,3歳未勝利,
2025-03-29_阪神04R_3歳未勝利,202509020104,2000,ダ,稍,晴,12,3歳未勝利,
2025-03-29_阪神05R_3歳未勝利,202509020105,2000,芝,良,晴,15,3歳未勝利,
2025-03-29_阪神06R_3歳1勝クラス,202509020106,1400,芝,良,晴,12,3歳1勝クラス,
2025-03-29_阪神07R_4歳以上1勝クラス,202509020107,1200,ダ,稍,晴,16,4歳以上1勝クラス,
2025-03-29_阪神08R_三木ホースランドパークJS,202509020108,3140,障,良,晴,10,三木ホースランドパークJS,OP
2025-03-30_阪神01R_3歳未勝利,202509020201,1800,ダ,良,晴,12,3歳未勝利,
2025-03-30_阪神02R_3歳未勝利,202509020202,1400,ダ,良,晴,16,3歳未勝利,
2025-03-30_阪神03R_3歳未勝利,202509020203,1800,ダ,良,晴,9,3歳未勝利,
2025-03-30_阪神04R_4歳以上障害未勝利,202509020204,2970,障,良,晴,14,4歳以上障害未勝利,
2025-03-30_阪神05R_3歳未勝利,202509020205,1600,芝,良,晴,18,3歳未勝利,
2025-03-30_阪神06R_3歳1勝クラス,202509020206,1200,ダ,良,曇,16,3歳1勝クラス,
2025-03-30_阪神07R_4歳以上1勝クラス,202509020207,1400,芝,良,曇,18,4歳以上1勝クラス,
2025-03-30_阪神08R_4歳以上1勝クラス,202509020208,1800,ダ,良,曇,9,4歳以上1勝クラス,
2025-04-05_阪神01R_3歳未勝利,202509020301,1800,ダ,良,晴,16,3歳未勝利,
2025-04-05_阪神02R_3歳未勝利,202509020302,1200,ダ,良,晴,16,3歳未勝利,
2025-04-05_阪神03R_3歳未勝利,202509020303,1800,ダ,良,晴,16,3歳未勝利,
2025-04-05_阪神04R_3歳未勝利,202509020304,1400,芝,良,晴,18,3歳未勝利,
2025-04-05_阪神05R_3歳未勝利,202509020305,1800,芝,良,晴,17,3歳未勝利,
2025-04-05_阪神06R_4歳以上1勝クラス,202509020306,1800,ダ,良,晴,8,4歳以上1勝クラス,
2025-04-05_阪神07R_4歳以上1勝クラス,202509020307,1400,ダ,良,晴,16,4歳以上1勝クラス,
2025-04-05_阪神08R_4歳以上2勝クラス,202509020308,1800,芝,良,晴,8,4歳以上2勝クラス,
2025-04-06_阪神01R_3歳未勝利,202509020401,1200,ダ,良,晴,16,3歳未勝利,
2025-04-06_阪神02R_3歳未勝利,202509020402,1800,ダ,良,晴,16,3歳未勝利,
2025-04-06_阪神03R_3歳未勝利,202509020403,1400,ダ,良,晴,16,3歳未勝利,
2025-04-06_阪神04R_3歳未勝利,202509020404,2400,芝,良,晴,14,3歳未勝利,
2025-04-06_阪神05R_3歳1勝クラス,202509020405,1800,ダ,良,晴,14,3歳1勝クラス,
2025-04-06_阪神06R_4歳以上1勝クラス,202509020406,2000,芝,良,晴,11,4歳以上1勝クラス,
2025-04-06_阪神07R_4歳以上2勝クラス,202509020407,1800,ダ,良,晴,10,4歳以上2勝クラス,
2025-04-06_阪神08R_4歳以上2勝クラス,202509020408,1200,芝,良,晴,10,4歳以上2勝クラス,
2025-04-12_阪神01R_3歳未勝利,202509020501,1800,ダ,良,晴,16,3歳未勝利,
2025-04-12_阪神02R_3歳未勝利,202509020502,1400,ダ,良,晴,16,3歳未勝利,
2025-04-12_阪神03R_3歳未勝利,202509020503,1800,ダ,良,晴,16,3歳未勝利,
2025-04-12_阪神04R_3歳未勝利,202509020504,1600,芝,良,晴,18,3歳未勝利,
2025-04-12_阪神05R_3歳1勝クラス,202509020505,1800,ダ,良,晴,11,3歳1勝クラス,
2025-04-12_阪神06R_3歳1勝クラス,202509020506,1200,芝,良,晴,11,3歳1勝クラス,
2025-04-12_阪神07R_4歳以上1勝クラス,202509020507,1800,ダ,良,晴,9,4歳以上1勝クラス,
2025-04-12_阪神08R_4歳以上1勝クラス,202509020508,1200,ダ,良,晴,16,4歳以上1勝クラス,
2025-04-13_阪神01R_3歳未勝利,202509020601,1400,ダ,良,曇,16,3歳未勝利,
2025-04-13_阪神02R_3歳未勝利,202509020602,1800,ダ,良,曇,15,3歳未勝利,
2025-04-13_阪神03R_3歳未勝利,202509020603,1200,ダ,良,曇,16,3歳未勝利,
2025-04-13_阪神04R_3歳未勝利,202509020604,2000,芝,良,小雨,15,3歳未勝利,
2025-04-13_阪神05R_3歳1勝クラス,202509020605,1400,ダ,良,小雨,16,3歳1勝クラス,
2025-04-13_阪神06R_4歳以上1勝クラス,202509020606,1800,ダ,稍,小雨,10,4歳以上1勝クラス,
2025-04-13_阪神07R_4歳以上2勝クラス,202509020607,1600,芝,稍,雨,7,4歳以上2勝クラス,
2025-04-13_阪神08R_天神橋特別,202509020608,1800,ダ,稍,雨,12,天神橋特別,
2025-04-19_阪神01R_3歳未勝利,202509020701,1800,ダ,良,晴,16,3歳未勝利,
2025-04-19_阪神02R_3歳未勝利,202509020702,1200,ダ,良,晴,16,3歳未勝利,
2025-04-19_阪神03R_3歳未勝利,202509020703,2000,ダ,良,晴,16,3歳未勝利,
2025-04-19_阪神04R_3歳未勝利,202509020704,2200,芝,良,晴,16,3歳未勝利,
2025-04-19_阪神05R_3歳1勝クラス,202509020705,2000,芝,良,晴,7,3歳1勝クラス,
2025-04-19_阪神06R_3歳1勝クラス,202509020706,1800,ダ,良,晴,8,3歳1勝クラス,
2025-04-19_阪神07R_4歳以上1勝クラス,202509020707,2400,芝,良,晴,10,4歳以上1勝クラス,
2025-04-19_阪神08R_4歳以上1勝クラス,202509020708,1600,芝,良,晴,14,4歳以上1勝クラス,
2025-04-20_阪神01R_3歳未勝利,202509020801,1400,ダ,良,曇,16,3歳未勝利,
2025-04-20_阪神02R_3歳未勝利,202509020802,2000,芝,良,曇,16,3歳未勝利,
2025-04-20_阪神03R_3歳未勝利,202509020803,1800,ダ,良,曇,16,3歳未勝利,
2025-04-20_阪神04R_4歳以上障害未勝利,202509020804,2970,障,良,曇,14,4歳以上障害未勝利,
2025-04-20_阪神05R_3歳未勝利,202509020805,1800,芝,良,曇,18,3歳未勝利,
2025-04-20_阪神06R_3歳1勝クラス,202509020806,1200,ダ,良,曇,16,3歳1勝クラス,
2025-04-20_阪神07R_3歳1勝クラス,202509020807,1600,芝,良,曇,11,3歳1勝クラス,
2025-04-20_阪神08R_4歳以上1勝クラス,202509020808,1800,ダ,良,曇,13,4歳以上1勝クラス,
2025-06-07_阪神01R_3歳未勝利,202509030101,1400,ダ,良,晴,15,3歳未勝利,
2025-06-07_阪神02R_3歳未勝利,202509030102,1800,ダ,良,晴,16,3歳未勝利,
2025-06-07_阪神03R_3歳未勝利,202509030103,1200,芝,良,曇,16,3歳未勝利,
2025-06-07_阪神04R_3歳未勝利,202509030104,1200,ダ,良,曇,16,3歳未勝利,
2025-06-07_阪神05R_2歳新馬,202509030105,1600,芝,良,曇,8,2歳新馬,
2025-06-07_阪神06R_3歳未勝利,202509030106,2000,芝,良,曇,13,3歳未勝利,
2025-06-07_阪神07R_3歳以上1勝クラス,202509030107,2200,芝,良,曇,10,3歳以上1勝クラス,
2025-06-07_阪神08R_3歳以上1勝クラス,202509030108,1800,ダ,良,曇,9,3歳以上1勝クラス,
2025-06-08_阪神01R_3歳以上障害未勝利,202509030201,2970,障,良,曇,11,3歳以上障害未勝利,
2025-06-08_阪神02R_3歳未勝利,202509030202,1800,ダ,良,晴,14,3歳未勝利,
2025-06-08_阪神03R_3歳未勝利,202509030203,1400,ダ,良,晴,16,3歳未勝利,
2025-06-08_阪神04R_3歳未勝利,202509030204,1800,ダ,良,晴,15,3歳未勝利,
2025-06-08_阪神05R_2歳新馬,202509030205,1400,芝,良,晴,11,2歳新馬,
2025-06-08_阪神06R_3歳未勝利,202509030206,1800,芝,良,曇,18,3歳未勝利,
2025-06-08_阪神07R_3歳未勝利,202509030207,1600,芝,良,曇,18,3歳未勝利,
2025-06-08_阪神08R_3歳以上1勝クラス,202509030208,1800,ダ,良,曇,13,3歳以上1勝クラス,
2025-06-14_阪神01R_3歳未勝利,202509030301,1800,ダ,稍,曇,16,3歳未勝利,
2025-06-14_阪神02R_3歳未勝利,202509030302,1400,ダ,稍,曇,16,3歳未勝利,
2025-06-14_阪神03R_3歳未勝利,202509030303,2000,ダ,稍,小雨,16,3歳未勝利,
2025-06-14_阪神04R_3歳未勝利,202509030304,1600,芝,稍,小雨,18,3歳未勝利,
2025-06-14_阪神05R_2歳新馬,202509030305,1200,芝,稍,小雨,8,2歳新馬,
2025-06-14_阪神06R_3歳未勝利,202509030306,1800,芝,稍,小雨,18,3歳未勝利,
2025-06-14_阪神07R_3歳以上1勝クラス,202509030307,1200,ダ,重,小雨,16,3歳以上1勝クラス,
2025-06-14_阪神08R_三田特別,202509030308,2400,芝,重,雨,6,三田特別,
2025-06-15_阪神01R_3歳未勝利,202509030401,1200,ダ,不,曇,16,3歳未勝利,
2025-06-15_阪神02R_3歳未勝利,202509030402,1800,ダ,不,曇,14,3歳未勝利,
2025-06-15_阪神03R_3歳未勝利,202509030403,1400,芝,重,曇,18,3歳未勝利,
2025-06-15_阪神04R_3歳未勝利,202509030404,2200,芝,重,曇,15,3歳未勝利,
2025-06-15_阪神05R_2歳新馬,202509030405,1800,芝,重,曇,8,2歳新馬,
2025-06-15_阪神06R_3歳以上1勝クラス,202509030406,1800,ダ,重,曇,16,3歳以上1勝クラス,
2025-06-15_阪神07R_3歳以上1勝クラス,202509030407,2000,芝,稍,曇,10,3歳以上1勝クラス,
2025-06-15_阪神08R_逆瀬川特別,202509030408,1800,ダ,重,曇,16,逆瀬川特別,
2025-06-21_阪神01R_3歳以上障害OP,202509030501,3110,障,良,晴,12,3歳以上障害OP,OP
2025-06-21_阪神02R_3歳未勝利,202509030502,1800,ダ,良,晴,16,3歳未勝利,
2025-06-21_阪神03R_3歳未勝利,202509030503,1200,ダ,良,晴,16,3歳未勝利,
2025-06-21_阪神04R_3歳未勝利,202509030504,1800,ダ,良,晴,13,3歳未勝利,
2025-06-21_阪神05R_2歳新馬,202509030505,1400,芝,良,晴,12,2歳新馬,
2025-06-21_阪神06R_3歳未勝利,202509030506,2000,芝,良,晴,15,3歳未勝利,
2025-06-21_阪神07R_3歳以上1勝クラス,202509030507,2400,芝,良,晴,10,3歳以上1勝クラス,
2025-06-21_阪神08R_3歳以上1勝クラス,202509030508,1800,ダ,良,晴,16,3歳以上1勝クラス,
2025-06-22_阪神01R_3歳未勝利,202509030601,1400,ダ,良,曇,16,3歳未勝利,
2025-06-22_阪神02R_3歳未勝利,202509030602,1800,ダ,良,曇,14,3歳未勝利,
2025-06-22_阪神03R_3歳未勝利,202509030603,1600,芝,良,曇,18,3歳未勝利,
2025-06-22_阪神04R_3歳未勝利,202509030604,2400,芝,良,晴,15,3歳未勝利,
2025-06-22_阪神05R_2歳新馬,202509030605,1600,芝,良,晴,10,2歳新馬,
2025-06-22_阪神06R_2歳新馬,202509030606,1200,ダ,良,晴,16,2歳新馬,
2025-06-22_阪神07R_3歳以上1勝クラス,202509030607,2000,芝,良,晴,9,3歳以上1勝クラス,
2025-06-22_阪神08R_3歳以上1勝クラス,202509030608,1400,ダ,良,晴,16,3歳以上1勝クラス,
2025-09-06_阪神01R_2歳未勝利,202509040101,1400,ダ,重,晴,9,2歳未勝利,
2025-09-06_阪神02R_2歳未勝利,202509040102,2000,芝,良,晴,5,2歳未勝利,
2025-09-06_阪神03R_3歳未勝利,202509040103,1800,ダ,重,晴,16,3歳未勝利,
2025-09-06_阪神04R_3歳未勝利,202509040104,1600,芝,良,晴,18,3歳未勝利,
2025-09-06_阪神05R_2歳新馬,202509040105,1400,芝,良,晴,11,2歳新馬,
2025-09-06_阪神06R_2歳新馬,202509040106,1400,ダ,稍,晴,13,2歳新馬,
2025-09-06_阪神07R_3歳以上1勝クラス,202509040107,1600,芝,良,晴,13,3歳以上1勝クラス,
2025-09-06_阪神08R_3歳以上1勝クラス,202509040108,2000,芝,良,晴,9,3歳以上1勝クラス,
2025-09-07_阪神01R_2歳未勝利,202509040201,1800,ダ,良,晴,7,2歳未勝利,
2025-09-07_阪神02R_2歳未勝利,202509040202,1600,芝,良,晴,7,2歳未勝利,
2025-09-07_阪神03R_3歳未勝利,202509040203,1400,ダ,良,晴,16,3歳未勝利,
2025-09-07_阪神04R_3歳未勝利,202509040204,2000,芝,良,晴,16,3歳未勝利,
2025-09-07_阪神05R_2歳新馬,202509040205,1800,芝,良,晴,6,2歳新馬,
2025-09-07_阪神06R_3歳以上1勝クラス,202509040206,1400,ダ,良,晴,15,3歳以上1勝クラス,
2025-09-07_阪神07R_3歳以上1勝クラス,202509040207,1800,ダ,良,晴,9,3歳以上1勝クラス,
2025-09-07_阪神08R_武田尾特別,202509040208,1800,芝,良,晴,5,武田尾特別,
2025-09-13_阪神01R_2歳未勝利,202509040301,1800,ダ,良,曇,8,2歳未勝利,
2025-09-13_阪神02R_2歳未勝利,202509040302,1200,ダ,良,曇,8,2歳未勝利,
2025-09-13_阪神03R_2歳未勝利,202509040303,1800,芝,良,曇,5,2歳未勝利,
2025-09-13_阪神04R_3歳未勝利,202509040304,1800,ダ,良,曇,16,3歳未勝利,
2025-09-13_阪神05R_2歳新馬,202509040305,1200,芝,良,曇,11,2歳新馬,
2025-09-13_阪神06R_2歳新馬,202509040306,1400,ダ,良,曇,13,2歳新馬,
2025-09-13_阪神07R_3歳未勝利,202509040307,1800,芝,良,曇,18,3歳未勝利,
2025-09-13_阪神08R_生田特別,202509040308,2400,芝,良,曇,6,生田特別,
2025-09-14_阪神01R_2歳未勝利,202509040401,1400,ダ,良,曇,13,2歳未勝利,
2025-09-14_阪神02R_2歳未勝利,202509040402,1400,芝,良,曇,10,2歳未勝利,
2025-09-14_阪神03R_3歳未勝利,202509040403,1800,ダ,良,曇,16,3歳未勝利,
2025-09-14_阪神04R_3歳未勝利,202509040404,1200,ダ,良,曇,16,3歳未勝利,
2025-09-14_阪神05R_2歳新馬,202509040405,2000,芝,良,曇,7,2歳新馬,
2025-09-14_阪神06R_2歳新馬,202509040406,1800,ダ,良,曇,12,2歳新馬,
2025-09-14_阪神07R_3歳以上1勝クラス,202509040407,1600,芝,良,曇,14,3歳以上1勝クラス,
2025-09-14_阪神08R_3歳以上1勝クラス,202509040408,2000,ダ,良,曇,13,3歳以上1勝クラス,
2025-09-15_阪神01R_3歳以上障害未勝利,202509040501,2970,障,良,晴,7,3歳以上障害未勝利,
2025-09-15_阪神02R_2歳未勝利,202509040502,1600,芝,良,晴,8,2歳未勝利,
2025-09-15_阪神03R_2歳未勝利,202509040503,2000,芝,良,晴,5,2歳未勝利,
2025-09-15_阪神04R_3歳未勝利,202509040504,1800,ダ,良,晴,16,3歳未勝利,
2025-09-15_阪神05R_2歳新馬,202509040505,1600,芝,良,晴,10,2歳新馬,
2025-09-15_阪神06R_3歳未勝利,202509040506,2200,芝,良,晴,18,3歳未勝利,
2025-09-15_阪神07R_3歳以上1勝クラス,202509040507,1800,ダ,良,晴,13,3歳以上1勝クラス,
2025-09-15_阪神08R_3歳以上1勝クラス,202509040508,1800,芝,良,晴,8,3歳以上1勝クラス,
2025-09-20_阪神01R_2歳未勝利,202509040601,1800,ダ,良,曇,10,2歳未勝利,
2025-09-20_阪神02R_2歳未勝利,202509040602,2000,芝,良,曇,7,2歳未勝利,
2025-09-20_阪神03R_2歳新馬,202509040603,1200,ダ,良,曇,10,2歳新馬,
2025-09-20_阪神04R_阪神ジャンプS,202509040604,3140,障,良,曇,9,阪神ジャンプS,
2025-09-20_阪神05R_2歳新馬,202509040605,1600,芝,良,曇,14,2歳新馬,
2025-09-20_阪神06R_3歳以上1勝クラス,202509040606,1800,ダ,良,曇,16,3歳以上1勝クラス,
2025-09-20_阪神07R_3歳以上1勝クラス,202509040607,1600,芝,良,曇,16,3歳以上1勝クラス,
2025-09-20_阪神08R_野路菊S,202509040608,1600,芝,良,曇,6,野路菊S,OP
2025-09-21_阪神01R_3歳以上障害未勝利,202509040701,2970,障,良,晴,8,3歳以上障害未勝利,
2025-09-21_阪神02R_2歳未勝利,202509040702,1600,芝,良,晴,13,2歳未勝利,
2025-09-21_阪神03R_2歳未勝利,202509040703,1800,ダ,良,晴,11,2歳未勝利,
2025-09-21_阪神04R_2歳未勝利,202509040704,1400,ダ,良,晴,13,2歳未勝利,
2025-09-21_阪神05R_2歳新馬,202509040705,1800,芝,良,晴,9,2歳新馬,
2025-09-21_阪神06R_2歳新馬,202509040706,1800,ダ,良,晴,9,2歳新馬,
2025-09-21_阪神07R_3歳以上1勝クラス,202509040707,2000,芝,良,晴,13,3歳以上1勝クラス,
2025-09-21_阪神08R_3歳以上1勝クラス,202509040708,1800,ダ,良,曇,13,3歳以上1勝クラス,
2025-09-27_阪神01R_2歳未勝利,202509040801,1400,ダ,良,晴,15,2歳未勝利,
