date,stem,band,kind,width,points,invest,ret
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,ワイド,4,6,600,600
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,ワイド,5,10,1000,600
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,ワイド,6,15,1500,3310
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,馬連,3,3,300,1310
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,馬連,4,6,600,1310
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,馬連,5,10,1000,1310
2026-03-28,2026-03-28_中山09R_ブラッドストーンS,2倍台,馬連,6,15,1500,1310
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,ワイド,3,3,300,960
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,ワイド,4,6,600,960
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,ワイド,5,10,1000,960
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,ワイド,6,15,1500,960
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,馬連,3,3,300,1560
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,馬連,4,6,600,1560
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,馬連,5,10,1000,1560
2026-03-28,2026-03-28_中山10R_伏竜S,2倍台,馬連,6,15,1500,1560
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,ワイド,3,3,300,0
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,ワイド,4,6,600,0
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,ワイド,5,10,1000,580
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,ワイド,6,15,1500,580
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,馬連,3,3,300,0
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,馬連,4,6,600,0
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,馬連,5,10,1000,1330
2026-03-28,2026-03-28_中山11R_日経賞,2倍台,馬連,6,15,1500,1330
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,ワイド,3,3,300,0
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,ワイド,4,6,600,400
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,ワイド,5,10,1000,400
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,ワイド,6,15,1500,400
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,馬連,3,3,300,0
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,馬連,4,6,600,0
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,馬連,5,10,1000,0
2026-03-28,2026-03-28_中山12R_4歳以上2勝クラス,2倍台,馬連,6,15,1500,0
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,ワイド,3,3,300,420
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,ワイド,4,6,600,420
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,ワイド,5,10,1000,420
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,ワイド,6,15,1500,420
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,馬連,3,3,300,240
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,馬連,4,6,600,240
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,馬連,5,10,1000,240
2026-03-28,2026-03-28_阪神09R_君子蘭賞,2倍台,馬連,6,15,1500,240
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,ワイド,3,3,300,210
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,ワイド,4,6,600,210
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,ワイド,5,10,1000,1150
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,ワイド,6,15,1500,1150
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,馬連,3,3,300,0
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,馬連,4,6,600,0
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,馬連,5,10,1000,1720
2026-03-28,2026-03-28_阪神10R_仲春特別,3倍以上,馬連,6,15,1500,1720
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,ワイド,3,3,300,0
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,ワイド,4,6,600,0
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,ワイド,5,10,1000,150
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,ワイド,6,15,1500,640
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,馬連,3,3,300,0
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,馬連,4,6,600,0
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,馬連,5,10,1000,0
2026-03-28,2026-03-28_阪神11R_毎日杯,2倍台,馬連,6,15,1500,650
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,ワイド,3,3,300,0
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,ワイド,4,6,600,0
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,ワイド,5,10,1000,290
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,ワイド,6,15,1500,290
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,馬連,3,3,300,0
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,馬連,4,6,600,0
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,馬連,5,10,1000,0
2026-03-28,2026-03-28_阪神12R_4歳以上2勝クラス,2倍台,馬連,6,15,1500,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,ワイド,5,10,1000,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,ワイド,6,15,1500,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2026-03-29,2026-03-29_中京09R_4歳以上1勝クラス,3倍以上,馬連,6,15,1500,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,ワイド,3,3,300,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,ワイド,4,6,600,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,ワイド,5,10,1000,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,ワイド,6,15,1500,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,馬連,3,3,300,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,馬連,4,6,600,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,馬連,5,10,1000,0
2026-03-29,2026-03-29_中京10R_伊勢S,2倍台,馬連,6,15,1500,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,ワイド,4,6,600,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,ワイド,5,10,1000,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,ワイド,6,15,1500,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,馬連,5,10,1000,0
2026-03-29,2026-03-29_中京11R_高松宮記念,3倍以上,馬連,6,15,1500,0
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,ワイド,3,3,300,0
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,ワイド,4,6,600,2640
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,ワイド,5,10,1000,2640
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,ワイド,6,15,1500,2640
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,馬連,3,3,300,0
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,馬連,4,6,600,0
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,馬連,5,10,1000,0
2026-03-29,2026-03-29_中京12R_鈴鹿特別,1倍台,馬連,6,15,1500,0
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,ワイド,3,3,300,710
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,ワイド,4,6,600,710
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,ワイド,5,10,1000,710
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,ワイド,6,15,1500,710
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,馬連,3,3,300,830
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,馬連,4,6,600,830
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,馬連,5,10,1000,830
2026-03-29,2026-03-29_中山09R_ミモザ賞,2倍台,馬連,6,15,1500,830
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,ワイド,3,3,300,450
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,ワイド,4,6,600,2670
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,ワイド,5,10,1000,2670
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,ワイド,6,15,1500,2670
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,馬連,4,6,600,3440
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,馬連,5,10,1000,3440
2026-03-29,2026-03-29_中山10R_船橋S,3倍以上,馬連,6,15,1500,3440
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,ワイド,4,6,600,1320
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,ワイド,5,10,1000,5750
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,ワイド,6,15,1500,5750
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,馬連,5,10,1000,6360
2026-03-29,2026-03-29_中山11R_マーチS,3倍以上,馬連,6,15,1500,6360
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,ワイド,4,6,600,0
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,ワイド,5,10,1000,730
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,ワイド,6,15,1500,730
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,馬連,5,10,1000,0
2026-03-29,2026-03-29_中山12R_4歳以上2勝クラス,3倍以上,馬連,6,15,1500,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,ワイド,4,6,600,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,ワイド,5,10,1000,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,ワイド,6,15,1500,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,馬連,5,10,1000,0
2026-03-29,2026-03-29_阪神09R_4歳以上1勝クラス,3倍以上,馬連,6,15,1500,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,ワイド,3,3,300,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,ワイド,4,6,600,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,ワイド,5,10,1000,320
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,ワイド,6,15,1500,320
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,馬連,3,3,300,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,馬連,4,6,600,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,馬連,5,10,1000,0
2026-03-29,2026-03-29_阪神10R_御堂筋S,3倍以上,馬連,6,15,1500,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,ワイド,3,3,300,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,ワイド,4,6,600,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,ワイド,5,10,1000,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,ワイド,6,15,1500,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,馬連,3,3,300,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,馬連,4,6,600,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,馬連,5,10,1000,0
2026-03-29,2026-03-29_阪神11R_六甲S,2倍台,馬連,6,15,1500,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,ワイド,3,3,300,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,ワイド,4,6,600,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,ワイド,5,10,1000,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,ワイド,6,15,1500,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,馬連,3,3,300,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,馬連,4,6,600,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,馬連,5,10,1000,0
2026-03-29,2026-03-29_阪神12R_4歳以上2勝クラス,2倍台,馬連,6,15,1500,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,ワイド,3,3,300,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,ワイド,4,6,600,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,ワイド,5,10,1000,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,ワイド,6,15,1500,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,馬連,3,3,300,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,馬連,4,6,600,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,馬連,5,10,1000,0
2026-04-04,2026-04-04_中山09R_山吹賞,3倍以上,馬連,6,15,1500,0
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,ワイド,3,3,300,710
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,ワイド,4,6,600,710
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,ワイド,5,10,1000,710
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,ワイド,6,15,1500,1380
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,馬連,3,3,300,0
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,馬連,4,6,600,0
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,馬連,5,10,1000,0
2026-04-04,2026-04-04_中山10R_千葉日報杯,1倍台,馬連,6,15,1500,700
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,ワイド,3,3,300,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,ワイド,4,6,600,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,ワイド,5,10,1000,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,ワイド,6,15,1500,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,馬連,3,3,300,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,馬連,4,6,600,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,馬連,5,10,1000,0
2026-04-04,2026-04-04_中山11R_ダービー卿CT,3倍以上,馬連,6,15,1500,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,ワイド,3,3,300,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,ワイド,4,6,600,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,ワイド,5,10,1000,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,ワイド,6,15,1500,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,馬連,3,3,300,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,馬連,4,6,600,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,馬連,5,10,1000,0
2026-04-04,2026-04-04_中山12R_4歳以上2勝クラス,3倍以上,馬連,6,15,1500,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,ワイド,3,3,300,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,ワイド,4,6,600,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,ワイド,5,10,1000,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,ワイド,6,15,1500,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,馬連,3,3,300,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,馬連,4,6,600,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,馬連,5,10,1000,0
2026-04-04,2026-04-04_阪神09R_アザレア賞,1倍台,馬連,6,15,1500,0
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,ワイド,3,3,300,1270
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,ワイド,4,6,600,1270
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,ワイド,5,10,1000,1270
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,ワイド,6,15,1500,1270
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,馬連,3,3,300,900
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,馬連,4,6,600,900
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,馬連,5,10,1000,900
2026-04-04,2026-04-04_阪神10R_ポラリスS,2倍台,馬連,6,15,1500,900
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,ワイド,3,3,300,1920
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,ワイド,4,6,600,1920
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,ワイド,5,10,1000,1920
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,ワイド,6,15,1500,1920
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,馬連,3,3,300,0
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,馬連,4,6,600,0
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,馬連,5,10,1000,0
2026-04-04,2026-04-04_阪神11R_チャーチルダウンズC,2倍台,馬連,6,15,1500,0
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,ワイド,3,3,300,330
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,ワイド,4,6,600,330
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,ワイド,5,10,1000,330
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,ワイド,6,15,1500,330
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,馬連,3,3,300,0
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,馬連,4,6,600,0
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,馬連,5,10,1000,0
2026-04-04,2026-04-04_阪神12R_4歳以上2勝クラス,2倍台,馬連,6,15,1500,0
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,ワイド,3,3,300,0
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,ワイド,4,6,600,450
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,ワイド,5,10,1000,450
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,ワイド,6,15,1500,3340
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,馬連,3,3,300,0
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,馬連,4,6,600,1480
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,馬連,5,10,1000,1480
2026-04-05,2026-04-05_中山09R_安房特別,2倍台,馬連,6,15,1500,1480
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,ワイド,3,3,300,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,ワイド,4,6,600,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,ワイド,5,10,1000,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,ワイド,6,15,1500,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,馬連,3,3,300,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,馬連,4,6,600,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,馬連,5,10,1000,0
2026-04-05,2026-04-05_中山10R_アリエスS,3倍以上,馬連,6,15,1500,0
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,ワイド,3,3,300,480
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,ワイド,4,6,600,2020
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,ワイド,5,10,1000,2020
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,ワイド,6,15,1500,2020
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,馬連,3,3,300,0
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,馬連,4,6,600,2020
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,馬連,5,10,1000,2020
2026-04-05,2026-04-05_中山11R_美浦S,3倍以上,馬連,6,15,1500,2020
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,ワイド,3,3,300,240
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,ワイド,4,6,600,740
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,ワイド,5,10,1000,740
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,ワイド,6,15,1500,740
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,馬連,3,3,300,0
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,馬連,4,6,600,450
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,馬連,5,10,1000,450
2026-04-05,2026-04-05_中山12R_4歳以上2勝クラス,2倍台,馬連,6,15,1500,450
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,ワイド,3,3,300,0
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,ワイド,4,6,600,0
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,ワイド,5,10,1000,2190
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,ワイド,6,15,1500,2190
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,馬連,3,3,300,0
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,馬連,4,6,600,0
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,馬連,5,10,1000,7690
2026-04-05,2026-04-05_阪神09R_バイオレットS,2倍台,馬連,6,15,1500,7690
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,ワイド,3,3,300,340
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,ワイド,4,6,600,340
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,ワイド,5,10,1000,1180
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,ワイド,6,15,1500,1180
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,馬連,3,3,300,0
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,馬連,4,6,600,0
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,馬連,5,10,1000,770
2026-04-05,2026-04-05_阪神10R_心斎橋S,3倍以上,馬連,6,15,1500,770
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,ワイド,3,3,300,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,ワイド,4,6,600,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,ワイド,5,10,1000,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,ワイド,6,15,1500,230
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,馬連,3,3,300,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,馬連,4,6,600,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,馬連,5,10,1000,0
2026-04-05,2026-04-05_阪神11R_大阪杯,2倍台,馬連,6,15,1500,0
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,ワイド,3,3,300,0
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,ワイド,4,6,600,740
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,ワイド,5,10,1000,740
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,ワイド,6,15,1500,18070
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,馬連,3,3,300,0
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,馬連,4,6,600,1740
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,馬連,5,10,1000,1740
2026-04-05,2026-04-05_阪神12R_天満橋S,3倍以上,馬連,6,15,1500,1740
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,ワイド,3,3,300,130
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,ワイド,4,6,600,130
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,ワイド,5,10,1000,490
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,ワイド,6,15,1500,490
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,馬連,3,3,300,270
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,馬連,4,6,600,270
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,馬連,5,10,1000,270
2026-04-11,2026-04-11_中山09R_山藤賞,1倍台,馬連,6,15,1500,270
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,ワイド,3,3,300,0
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,ワイド,4,6,600,0
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,ワイド,5,10,1000,510
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,ワイド,6,15,1500,4940
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,馬連,3,3,300,0
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,馬連,4,6,600,0
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,馬連,5,10,1000,1340
2026-04-11,2026-04-11_中山10R_卯月S,2倍台,馬連,6,15,1500,1340
2026-04-11,2026-04-11_中山11R_ニュージーランドT,1倍台,ワイド,3,3,300,0
