日付,場,馬場種別,馬場差,レース数
2026-03-15,中山,ダ,-1.20,2
2026-03-15,中山,芝,-2.30,2
2026-03-15,阪神,ダ,-1.45,2
2026-03-15,阪神,芝,-0.80,2
2026-03-21,中京,芝,-1.50,3
2026-03-21,中山,ダ,-0.20,2
2026-03-21,中山,芝,-0.95,2
2026-03-21,阪神,芝,-0.90,3
2026-03-22,中京,ダ,-0.90,2
2026-03-22,中山,ダ,-0.60,3
2026-03-22,阪神,芝,-3.32,2
2026-03-28,中京,芝,-0.50,3
2026-03-28,中山,ダ,-1.60,3
2026-03-28,阪神,芝,-1.00,3
2026-03-29,中京,ダ,-1.50,2
2026-03-29,中山,芝,-0.30,3
2026-03-29,阪神,ダ,-1.25,2
2026-03-29,阪神,芝,-2.95,2
2026-04-04,中山,ダ,-0.90,2
2026-04-04,中山,芝,-0.35,2
2026-04-04,阪神,ダ,-2.50,2
2026-04-04,阪神,芝,+0.00,2
2026-04-05,中山,芝,+0.40,3
2026-04-05,阪神,ダ,-2.55,2
2026-04-05,阪神,芝,-1.85,2
2026-04-11,中山,ダ,-1.60,2
2026-04-11,中山,芝,-0.25,2
2026-04-11,福島,芝,-1.70,3
2026-04-11,阪神,芝,-1.20,2
2026-04-12,中山,ダ,-1.35,2
2026-04-12,中山,芝,-0.95,2
2026-04-12,福島,ダ,-0.30,2
2026-04-12,福島,芝,-2.50,2
2026-04-12,阪神,芝,-0.80,3
2026-04-18,中山,ダ,-1.60,2
2026-04-18,福島,芝,-2.70,3
2026-04-18,阪神,ダ,-1.80,3
2026-04-19,中山,芝,-3.40,3
2026-04-19,福島,芝,-3.10,3
2026-04-19,阪神,ダ,-1.95,2
2026-04-19,阪神,芝,-1.40,2
2026-04-25,京都,芝,-1.95,2
2026-04-25,東京,ダ,-0.95,2
2026-04-25,東京,芝,-2.25,2
2026-04-25,福島,芝,-1.80,3
2026-04-26,京都,芝,-2.50,3
2026-04-26,東京,ダ,-1.45,2
2026-04-26,東京,芝,-0.85,2
2026-04-26,福島,芝,-2.20,2
2026-05-02,京都,ダ,-1.55,2
2026-05-02,京都,芝,-1.60,2
2026-05-02,新潟,ダ,-1.75,2
2026-05-02,新潟,芝,-0.15,2
2026-05-02,東京,ダ,-1.40,2
2026-05-02,東京,芝,-1.85,2
2026-05-03,京都,ダ,-2.25,2
2026-05-03,京都,芝,-2.05,2
2026-05-03,新潟,ダ,-1.90,2
2026-05-03,東京,ダ,-1.30,2
2026-05-03,東京,芝,-1.90,2
2026-05-09,京都,芝,-2.30,3
2026-05-09,新潟,芝,-0.10,3
2026-05-09,東京,ダ,-0.25,2
2026-05-09,東京,芝,-1.45,2
2026-05-10,京都,ダ,-2.55,2
2026-05-10,京都,芝,-2.10,2
2026-05-10,新潟,芝,-0.75,2
2026-05-10,東京,ダ,-0.50,2
2026-05-10,東京,芝,-2.40,2
2026-05-16,京都,ダ,-0.80,2
2026-05-16,京都,芝,-2.40,2
2026-05-16,新潟,芝,-1.10,3
2026-05-16,東京,ダ,-0.35,2
2026-05-16,東京,芝,-1.75,2
2026-05-17,京都,芝,-1.60,3
2026-05-17,新潟,芝,-0.70,3
2026-05-17,東京,ダ,-0.40,2
2026-05-17,東京,芝,-1.75,2
2026-05-23,京都,ダ,-2.05,2
2026-05-23,京都,芝,-1.20,2
2026-05-23,新潟,芝,-0.90,3
2026-05-23,東京,ダ,-1.75,2
2026-05-23,東京,芝,-0.25,2
2026-05-24,京都,ダ,-1.15,2
2026-05-24,京都,芝,-2.05,2
2026-05-24,新潟,ダ,-1.25,2
2026-05-24,新潟,芝,-0.60,2
2026-05-24,東京,芝,-0.40,3
2026-05-30,京都,ダ,-1.20,2
2026-05-30,東京,ダ,-0.40,3
2026-05-31,京都,芝,-1.40,3
2026-05-31,東京,芝,-1.90,3
2026-06-06,東京,ダ,-1.05,2
2026-06-06,東京,芝,-1.25,2
2026-06-06,阪神,ダ,-0.90,2
2026-06-06,阪神,芝,-0.90,2
2026-06-07,東京,ダ,-0.85,2
2026-06-07,東京,芝,-1.65,2
2026-06-07,阪神,ダ,-2.10,3
2026-06-13,函館,芝,-1.90,3
2026-06-13,東京,ダ,-1.60,3
2026-06-13,阪神,ダ,-1.55,2
2026-06-13,阪神,芝,-1.15,2
2026-06-14,函館,芝,-0.95,2
2026-06-14,東京,芝,-1.10,3
2026-06-14,阪神,芝,-0.70,3
2026-06-20,函館,芝,-0.60,3
2026-06-20,東京,ダ,-2.50,2
2026-06-20,東京,芝,+0.65,2
2026-06-20,阪神,芝,+1.40,3
2026-06-21,函館,芝,-1.40,3
2026-06-21,東京,ダ,-2.20,2
2026-06-21,東京,芝,-0.80,2
2026-06-21,阪神,ダ,-2.35,2
2026-06-21,阪神,芝,-0.20,2
2026-06-27,函館,芝,-0.80,3
2026-06-27,小倉,芝,-1.10,3
2026-06-27,福島,ダ,-2.80,2
2026-06-28,函館,芝,-1.70,3
2026-06-28,小倉,ダ,-0.50,2
2026-06-28,小倉,芝,-0.15,2
2026-06-28,福島,ダ,-1.70,2
2026-07-04,函館,ダ,-0.40,2
2026-07-04,函館,芝,-0.75,2
2026-07-04,小倉,芝,-0.40,3
2026-07-04,福島,ダ,-2.70,2
2026-07-04,福島,芝,-0.95,2
2026-07-05,函館,芝,-0.80,3
2026-07-05,小倉,ダ,-3.40,2
2026-07-05,小倉,芝,-0.75,2
2026-07-05,福島,ダ,-1.85,2
2026-07-05,福島,芝,-1.70,2
2026-07-11,函館,芝,-0.50,3
2026-07-11,小倉,芝,-1.70,3
2026-07-11,福島,芝,-2.10,3
2026-07-12,函館,芝,+0.30,3
2026-07-12,小倉,ダ,-0.55,2
2026-07-12,小倉,芝,-1.90,2
2026-07-12,福島,芝,-2.30,2
2026-07-18,函館,芝,-1.00,3
2026-07-18,小倉,芝,-0.30,2
2026-07-18,福島,ダ,-1.65,2
2026-07-18,福島,芝,-1.55,2
2026-07-19,函館,芝,+1.00,3
2026-07-19,小倉,芝,-2.40,3
2026-07-19,福島,ダ,-1.65,2
2026-07-19,福島,芝,-1.15,2
2026-07-25,中京,ダ,-1.10,3
2026-07-25,中京,芝,-2.75,4
2026-07-25,新潟,芝,-2.25,4
2026-07-25,札幌,芝,-1.45,3
2026-07-26,中京,ダ,-0.90,3
2026-07-26,中京,芝,-2.00,4
2026-07-26,新潟,ダ,-2.60,3
2026-07-26,新潟,芝,+1.20,3
2026-07-26,札幌,芝,-1.90,3
2026-08-01,中京,ダ,-1.90,3
2026-08-01,中京,芝,-2.90,3
2026-08-01,新潟,ダ,-0.70,3
2026-08-01,新潟,芝,-1.65,4
2026-08-01,札幌,芝,-0.65,2
2026-08-02,中京,ダ,-1.00,3
2026-08-02,中京,芝,-2.00,3
2026-08-02,新潟,ダ,-0.70,3
2026-08-02,新潟,芝,-2.15,4
2026-08-02,札幌,ダ,-1.70,2
2026-08-02,札幌,芝,-1.75,2
2026-08-08,中京,ダ,-1.10,3
2026-08-08,中京,芝,-1.90,3
2026-08-08,新潟,芝,-2.80,5
2026-08-08,札幌,ダ,-1.20,2
2026-08-08,札幌,芝,-1.42,2
2026-08-09,中京,ダ,-0.70,2
2026-08-09,中京,芝,-1.20,4
2026-08-09,新潟,ダ,-2.60,2
2026-08-09,新潟,芝,-1.40,5
2026-08-09,札幌,芝,-0.85,3
2026-08-15,中京,ダ,-1.10,3
2026-08-15,中京,芝,-3.20,3
2026-08-15,新潟,ダ,-1.10,3
2026-08-15,新潟,芝,-3.20,2
2026-08-15,札幌,芝,-1.48,2
2026-08-16,中京,ダ,-1.10,3
2026-08-16,中京,芝,-2.10,5
2026-08-16,新潟,ダ,-1.25,4
2026-08-16,新潟,芝,-0.40,2
2026-08-16,札幌,芝,-3.90,3
2026-08-22,中京,ダ,-1.25,4
2026-08-22,中京,芝,-1.50,2
2026-08-22,新潟,ダ,-1.90,3
2026-08-22,新潟,芝,-2.70,3
2026-08-22,札幌,芝,-0.85,3
2026-08-23,中京,ダ,-0.75,4
2026-08-23,中京,芝,-2.25,2
2026-08-23,新潟,ダ,-1.70,3
2026-08-23,新潟,芝,-1.30,4
2026-08-23,札幌,芝,-1.85,3
2026-08-29,中京,ダ,-1.10,3
2026-08-29,中京,芝,-1.90,3
2026-08-29,新潟,ダ,-2.10,3
2026-08-29,新潟,芝,-0.85,4
2026-08-29,札幌,芝,+0.58,2
2026-08-30,中京,ダ,-1.70,2
2026-08-30,中京,芝,-2.00,4
2026-08-30,新潟,ダ,-1.40,3
2026-08-30,新潟,芝,-0.70,4
2026-08-30,札幌,芝,-0.45,3
2026-09-05,中山,芝,-1.50,3
2026-09-05,札幌,芝,+0.95,3
2026-09-05,阪神,ダ,-1.45,2
2026-09-06,中山,芝,+1.75,2
2026-09-06,札幌,芝,-1.48,2
2026-09-06,阪神,ダ,-0.70,2
